Label	ID	URI	Scannet	Roomle	NYU40	Shapenet	COCO	FSO	Wordnet	Structural	Level
chordate	3232	https://www.w3.org/2006/03/wn/wn20/instances/synset-chordate-noun-01							chordate.n.01	x	7
vertebrate	3233	https://www.w3.org/2006/03/wn/wn20/instances/synset-vertebrate-noun-01							vertebrate.n.01	x	8
bird	2009	http://atlantis-ar/indoor-taxonomy#bird					bird		bird.n.01	-	9
aquatic_vertebrate	3234	https://www.w3.org/2006/03/wn/wn20/instances/synset-aquatic_vertebrate-noun-01							aquatic_vertebrate.n.01	x	9
fish	1318	http://scan-net.org/concepts/fish	fish		40				fish.n.01	-	10
mammal	3235	https://www.w3.org/2006/03/wn/wn20/instances/synset-mammal-noun-01							mammal.n.01	x	9
placental	3236	https://www.w3.org/2006/03/wn/wn20/instances/synset-placental-noun-01							placental.n.01	x	10
carnivore	3237	https://www.w3.org/2006/03/wn/wn20/instances/synset-carnivore-noun-01							carnivore.n.01	x	11
feline	3238	https://www.w3.org/2006/03/wn/wn20/instances/synset-feline-noun-01							feline.n.01	x	12
cat	2010	http://atlantis-ar/indoor-taxonomy#cat					cat		cat.n.01	-	13
canine	3239	https://www.w3.org/2006/03/wn/wn20/instances/synset-canine-noun-02							canine.n.02	x	12
dog	2011	http://atlantis-ar/indoor-taxonomy#dog					dog		dog.n.01	-	13
ungulate	3240	https://www.w3.org/2006/03/wn/wn20/instances/synset-ungulate-noun-01							ungulate.n.01	x	11
odd-toed_ungulate	3241	https://www.w3.org/2006/03/wn/wn20/instances/synset-odd-toed_ungulate-noun-01							odd-toed_ungulate.n.01	x	12
equine	3242	https://www.w3.org/2006/03/wn/wn20/instances/synset-equine-noun-01							equine.n.01	x	13
even-toed_ungulate	3243	https://www.w3.org/2006/03/wn/wn20/instances/synset-even-toed_ungulate-noun-01							even-toed_ungulate.n.01	x	12
ruminant	3244	https://www.w3.org/2006/03/wn/wn20/instances/synset-ruminant-noun-01							ruminant.n.01	x	13
domestic_animal	3245	https://www.w3.org/2006/03/wn/wn20/instances/synset-domestic_animal-noun-01							domestic_animal.n.01	x	7
person	3246	https://www.w3.org/2006/03/wn/wn20/instances/synset-person-noun-01							person.n.01	x	6
capitalist	3247	https://www.w3.org/2006/03/wn/wn20/instances/synset-capitalist-noun-02							capitalist.n.02	x	7
businessperson	3248	https://www.w3.org/2006/03/wn/wn20/instances/synset-businessperson-noun-01							businessperson.n.01	x	8
merchant	3249	https://www.w3.org/2006/03/wn/wn20/instances/synset-merchant-noun-01							merchant.n.01	x	9
nan	3268	http://atlantis-ar/indoor-taxonomy#nan								-	0
